sentences,label
"""Cintamu hanya sebatas kertas wkwkw enteng bang""",0
"""Congrats ka @isyanasarasvati, terus berkarya, makin sukses… dan terus mnjd inpirasi kita semua…""",0
"""CONGRATS KAK ISYAN semoga karya nya apa yg dilakukan kakak sukses teruss""",0
"""congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin""",0
"""Congrats kak, kamu memang pantes mendapatkannya""",0
"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""",0
"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",0
"""Dah lah. Gw capek baca komen kalian""",0
"""dahlahh emang cantik luar dalam kmu ini cippp""",0
"""Damage nya cewek pinter gada lawann""",0
"""Dan yang paling saya heran cowokpun ikut ngebully, sabar meldi.""",0
"""Dari sekian banyak foto yang diposting, ini yang paling cantik""",0
"""definisi minat ketemu bakat ketemu kerja keras""",0
"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu1 nya""",0
"""Di maafin aaa… semoga dia jera untuk kedepannya…""",0
"""Dihujat habis""an semua postingan lama ada komen baru wkwk""",0
"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",0
"""Disini pada kenapa dah? Aku gapaham tolong""",0
"""Dua1 nya cantik banget masya Allah""",0
"""editan sama konsepnya nice banget lahhh""",0
"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""",0
"""Emang kalian se suci apa sampai nghina dia segitu nya""",0
"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""",0
"""erick yang kek gini yang gua kangenin, keep it up bruuh""",0
"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap1""",0
"""Fix yang komen semua nyela""",0
"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",0
"""Foto di upload nya 10 maret yang comment 1 jam 1 jam 3 jam yg lalu""",0
"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""",0
"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",0
"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""",0
"""G bole melet dosaa rik""",0
"""Ga ada yang dibawah Meldi, semuanya setara, ada kekurangan ada kelebihan""",0
"""Ga Taulah aku juga suka banget sama gayanya isyan""",0
"""Gak ada orang lain yang bangun tidur siang secantik ini selain ka yaya""",0
"""Gapaham lagi cakeup nya natural Masyaallah""",0
"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",0
"""Gemeshh rasanya kaya aku pengen cubit""",0
"""Gemesnya isyan kayak tango, berlapis lapis ciaaaa""",0
"""Gila Netizen pada sempurna ngehina orang terus""",0
"""Gilaaaa.. gila.. gilaaaa Tangan, kaki, ekspresi, n emosi tertuang adi suatu karya yg fantastis""",0
"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",0
"""Gosh, tiap kali lihat isyana mainin alat musik kaya lihat jiwanya beda. Merinding gila. Kaya kepribadiannya jadi serius bangett""",0
"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""",0
"""Gua kira keluar dari PENJARA bisa berubah""",0
"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""",0
"""guys dr pd comment1 mending unfoll sm unsubscribe aja yaa""",0
"""Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga""",0
"""Hai kak Isyana aku ngefans banget sama kak Isyana.aku paling suka lagu kak Isyana itu lagu tetap didalam jiwa""",0
"""hanya bisa melihat hujatan klean kasian si listy kontrak nya d copot , di hujat memang dunia sgt kejam""",0
"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""",0
"""Happy birthday Mel sehat dan Sukses yah, Aamiin""",0
"""Hapus ajh ni poto ngk tau malu bgt lu bang""",0
"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",0
"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",0
"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""",0
"""Hati-hati mody jangan keluar sendirian jaga-jaga serangan brutal rasisme, wajahmu sekilas mirip onnie1 korea. Tetap waspada""",0
"""Hbd cantik semoga kedepannya tambah sukses""",0
"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""",0
"""HBD meldi… Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin""",0
"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""",0
"""Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja""",0
"""heran sama netizen klo gk suka jangan diliat aja""",0
"""hua seneng bgt kmrn walaupun Cuma 35 menitan tp seneng liat isyan, adaptasi kebiasaan baruku semoga bisa lebih teratur maemnya, ditunggu karya selanjutnya kaka""",0
"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",0
"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",0
"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""",0
"""Inimah bukan main alat musik lagi. Olahraga jari dan kaki ini mah""",0
"""Itu wajah nagita kya masih umur 10an""",0
"""iya bang jer terlihat berbeda klo pake style kayak gini lebih terlihat fresh anak gaul""",0
"""Jangan ada hitam diatas putih. Langsung proses""",0
"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""",0
"""Jangan di bales komen hate bang bikin sakit jempol, mending lanjut berkarya:)""",0
"""Jangan patah semngat kak sukses terus""",0
"""Jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang""",0
"""Jujur ya kamu kalo anteng ga buat masalah cantik mel""",0
"""Ka cipa tu uda cantik, baik, manis bgt pula, manisnya tu nglebihin gula""",0
"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""",0
"""ka nisa mirip ariana grande masa""",0
"""Ka yaya kalo ragu tetep secantik itu yah :"")""",0
"""ka yayaaa, why are you always stunning pretty girl.""",0
"""Kak jerome kayak boneka tau hahah""",0
"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",0
"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""",0
"""Kaka tidur yaa, udah pagi, gaboleh capek1""",0
"""kakak cantik bgt bismillah cerdasnya nular""",0
"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",0
"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",0
"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",0
"""Kalau pas penempatannya, sebenernya kamu imut banget loh mel.""",0
"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""",0
"""Kalian kaloga cocok mau di paksain?""",0
"""Kamu emang cocoknya jadi pengusaha kuliner udah fixs. Semoha lancat terusssss""",0
"""Kamu mirip bgt ayahmu kalo adikmu mirip bgt mamamu""",0
"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",0
"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""",0
"""Kaya adek kakak.. kak gigi keliatan muda banget""",0
"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu… kelihatan sumringah jg gajahnya loo..""",0
"""Kaya tulus ya mukanya klo diliat1""",0
"""Kayak Randy Pangalila klo gk pake kacamata""",0
"""Kenapa ada orang baik ? Karna ada orang jahat""",0
"""Kenapa cantik banget aku heran dilihat dari samping kanan kiri depan dll tetep aja cantik""",0
"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",0
"""Keren banget!!! walaupun sebentar tapi mantap abis! Ditunggu karya selanjutnya ya kak! Stay safe and healthy isyana ku""",0
"""kesini cmn mo liat komen aja""",0
"""Klo style ke gini pas gitu bang sma umur lu yg msh muda keliatan lbh fresh aja sesuai sma umur""",0
"""Klu @jeromepoline buat video tapi berdua aja seharian sama anak kecil, hahah lucu juga gimana riwehnya""",0
"""kok kalian komennya pada kek gini ya""",0
"""Kok makin dewasa makin imutt aih cipaaaaaa""",0
"""Kok mbak meldi sekarang tambah cantik ya rahasianya apa..""",0
"""Kok mirip siwon ya lama1, apa perasaan gw aja.""",0
"""Koreaable banget face rafathar cakep ganteng manis banget""",0
"""kukira dedeknya berdiri itu mau mukul bang jer pake ukulele… ternyata aku salah salah :""""",0
"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",0
"""kultur kerja kaya gini menurut gw bagus si ga kapitalis banget, petingginya juga ikut kerja misal ngevlog atau endors, semoga gaji juga ga senjang si haha""",0
"""Lama lama mirip dewi persik ya""",0
"""Lelaki yg mendapatkan km. Adalah lelaki yg beruntung.""",0
"""Liriknya pendek tp susah di hafal pas awal awal, begitu di puter beberapa kali eh kok candu banget""",0
"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",0
"""Lu diem aja cantik mel kalo ga banyak gaya serius""",0
"""Lu mirip anaknya kick andy yg namanya marlo bang""",0
"""Lucunya berasa kayak kaka dan adek""",0
"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""",0
"""Maju trus ya sayang.. abaikan orang1 yg comment menyakitkan""",0
"""makan nasi padang aja begini badannya""",0
"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",0
"""makin cantik mel, semangat dietnyaa""",0
"""makin tua makin muda yehh mukanya, mana cantik bngett mo nangiss ampun cantik terus ka yaya""",0
"""Mama gigi cantik banget… look younger than her age.. love mama gigi""",0
"""Mama gigi gapernah ga cantik sih kalo menurut aku.""",0
"""Mama gigi kalau rambutnya agak pirang tambah cantik dan tampak lebih muda""",0
"""mama gigi ketemu gajah. gajahnya seneng sampai ketawa gitu ahhaha.""",0
"""Manis banget mbak gigi.. Masya Allah.. hamil semakin bersinar..""",0
"""maniss bangettt pengen dah punya senyuman manis kayak ka syifaaa""",0
"""Manusia apa bidadari sih herann deh cantik terus 😌♥️""",0
"""MashaAllah… udh cantik, pinter, jago nyanyi dn mainin alat musik pula neng @isyanasarasvati ngefans bener ini mah""",0
"""masih good vibes walaupun sedang lapar""",0
"""Masyaallah cantik terlihat sopan dan anggun""",0
"""Masyaallah mamah gigi bening bet dah, sehat selalu mamah gigi dn keluarga""",0
"""Masyaallah mamany cantik anakny ganteng, perfect""",0
"""MasyaAllah Rafathar tambah besar makin tambah ganteng bgt gk kuat ngeliat alisny…""",0
"""MasyaAllah selalu mempesona baik kaum adam maupun kaum hawa""",0
"""Maudy cantik na natural bnr1 cantik bgt, cantik luar dlm""",0
"""Maudy enak bet dah cantik iya pinter iya""",0
"""mba isyana foto gelap1an gini aja aesthetic bgt ya""",0
"""mba isyana udah cantik suaranya bagus kompeten pula, ah sukaaaa""",0
"""Mbak mell sehat dan sukses ya""",0
"""Mel disini kamu keliatan cakep""",0
"""Meldi aku perhatikan kamu seperti orang china deh.. cantik""",0
"""Meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip""",0
"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""",0
"""Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu""",0
"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up…""",0
"""Mending lu pada tobat dah""",0
"""Mending yang follow pada unfollow Udeh gausah ribet""",0
"""Menurutku pribadi, dia tulus minta maafnya….""",0
"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",0
"""Miris banget… ultah bukan didoain yang baik1 tapi tetap di bully kasian !! God bless u mel""",0
"""Motivasi ku ka Maudy cantipp bngt""",0
"""Muka cantik tanpa make up hini, bahagia bgt kali ya yg jadi suaminya, bisa liat bidadari setiap harinya.""",0
"""Mukbang makanan sehat dong kak. Salad jepang gituuu.""",0
"""Nagita masa kaya anak muda coba cantikk bangeett""",0
"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",0
"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",0
"""Ngga ada niatan ngadain pengajian gitu bang?""",0
"""Ngga alay. Ngga muluk muluk. Natural. Sukaaaa",0
"""Nih orang manis bnget sihh ga ngerti lagi""",0
"""nikmatnya bisa menghirup oksigen dengan bebas ya :)""",0
"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru1""",0
"""Okay bro kalem aja, tetap semangat dan jangan putus asa""",0
"""OOTD mama gigi simple tapi elegan dilihat nya, masyaallah""",0
"""pada julid padahal kan meldi gak nyusahin kalian""",0
"""Pada ribet kayak udah pada benar aja lu semua""",0
"""Padahal cantikan jessica kemana mana""",0
"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""",0
"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener1 udah hilang respect :(""",0
"""Pakaian apapun yg dipake mama gigi selalu keceee""",0
"""Paket lengkap deh.. udh cantik pintar lagi""",0
"""paling ngiri liat orang keren maen alat musik dan dalem banget nikmatin permainan sendiri""",0
"""Pantas pada senang kerja di Rans.. mbak gigi nggak ngebossy..""",0
"""Pantesan kak Jessica bilang bang jerom beruang wkwkwk""",0
"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""",0
"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",0
"""Perut makin maju tpi semangat jangan tak maju""",0
"""Postingan pertama jg dihujat dong gila netijen""",0
"""Rafathar nya mantull ni, pulang nggk jd nginep karna nggk ada temen mamany d rmh papany belum pulangg.. jd jagain dan temenin mama dulu ya aa""",0
"""Ragu aja cantik kan kak, apalagi kalau serius""",0
"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",0
"""Raisa mah tipe cantik tapi sopan santun pakaiannya""",0
"""Raisa pake baju merah sumpahh cantik bgttt""",0
"""Raisa sekarang ngak monoton…. Jadi suka deh…. Sering1 kek gini….""",0
"""Rambutnya kak modd bagussss… Item berkilauu""",0
"""Sabar semua komentar ini ujian""",0
"""salfok sama kaki, tapi cantik banget asli""",0
"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",0
"""Sampe ga bisa berkata1 lagi buat isyana, sangat1 sempurna org ini""",0
"""Santai rick yg ngehujat lo belom tau perjalanan hidup lo aja! Mereka hanya sok suci!""",0
"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",0
"""Saya berharap kak @isyanasarasvati panjang umur. Sehingga bisa jadi inspirasi untuk musisi seluruh Indonesia. Saya suka musik indonesia dengan adanya kak Isyana""",0
"""Saya kok suka ya sama mereka harmonis""",0
"""Saya segenap hati minta maap""",0
"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""",0
"""Sekilas yg abu mirip ariana grande haha""",0
"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",0
"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""",0
"""Selamat ulang tahun mel, udah yah jangan banyak tingkah""",0
"""Selamat ulang tahun meldi sukses dan sehat terus ya….""",0
"""Semakin glowing say… natural kayak gini bagus tambahin prestasi nya ya say""",0
"""Semangat bang, walaupun banyak orang yang ngejudge lu. Jangan peduliin mereka""",0
"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""",0
"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""",0
"""Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa""",0
"""Semangat Rick untuk usaha barunya""",0
"""Semangat untuk belajar ya… saya uga gak bisa bahasa inggris""",0
"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""",0
"""Semoga adeknya rafathar menjadi anak yang tangguh kuat cerdas""",0
"""Semoga kecerdasan Mbak Maudy bermanfaat bagi agama, nusa, dan bangsa.. Aamiin""",0
"""Semoga lancar terus usahanya mel""",0
"""Semoga sehat selalu bayi dalam kandungan nya sama ibunya ya.""",0
"""Semua wanita cantik, jangan suka merasa lebih ah""",0
"""senang akhirnya indonesia bisa mempunyai musisi idealis berkualitas tinggi yg masih bisa terus berkarya & diapresiasi oleh banyak orang…""",0
"""Seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin""",0
"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",0
"""Sering blg ke org1 artis cewek yg menurutku paling cantik syifa sama ziu""",0
"""seru bgt gemoy, tim berkebun plus tim alam bgt niiii""",0
"""Setengah iri setengah jadi motivasi ini""",0
"""Setidaknya dia ngaku. bukan belagak pintar""",0
"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up… lah aku g pke make up pucet bgt kyk g makan setahunn""",0
"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",0
"""Slide kedua mukanya mau gaya apa aja tetep cantikk""",0
"""smga semua kelg dan crew sehat semua.. dan rejeki trs lancar ya kak gigi..""",0
"""Stop lah ngatain orang lain lu pada itu yg ngatain orang lain ngaca dlu sebelum ngatain kayak suci aja hidup lu pada""",0
"""Sudah dongggg dan sudah di liked juga.. congratulations""",0
"""Suka banget sama rambutnyaa tambah ganteng""",0
"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",0
"""Suka heran sama warga +61 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""",0
"""Suka heran sama yg ngehina fisik,, ternyata bener ya kita semua pendosa dengan cara kita sendiri,,""",0
"""Sukaa bnget sm artis ini… nggak neko1.. dan natural bngett""",0
"""sukses selalu yah ka @rosameldianti_ semangat""",0
"""Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba1 aja ampe netesin air mata""",0
"""Sumpah sekarang aku respect banget sama kamu""",0
"""Sumpah si kak, kemeja jeans bikin keliatan seger bgt mantap mantap""",0
"""Sumpah sih jahat banget. Bener1 kasian sama kak jessica""",0
"""Sutan kamu sangat lucu dan menggemaskan""",0
"""Tambah cantik aja rosa meldianti""",0
"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",0
"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""",0
"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""",0
"""Terima kasih kak Nagita @raffinagita1717 sudah support Molly si gajah dan satwa-satwa di Bali Zoo lainnya dengan kunjungannya bersama keluarga""",0
"""Tetap semangat…. sebaik apapun kamu akan dalah Dimata pembenci…..""",0
"""Thank you juga, Syan! Seneng banget kemarin haha! Semoga setelah pandemi ini, semua rencana dilancarkan ya, Syan!""",0
"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""",0
"""Trs berkarya walaupun brd di titik sprti ini""",0
"""Tuhan yesus baik semangat rick""",0
"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",0
"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",0
"""Udaah woii udahh lu gak kasihan apa…. Aku capek ngelike komenan kalian""",0
"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",0
"""udah dong. Lagi ngunyah aja cute banget""",0
"""Udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri""",0
"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""",0
"""Unfoll aja daripada kalian dosa ngebully1 terus..""",0
